timestamp,time_elapsed,host_name,event_name,cpu_id,process_details,kernel_details
06:13:02.227946563,(++0.000008417),synthetic-host,syscall_entry_read,3,"procname = nginx, pid = 12542, tid = 12543","fd = 34, buf = 314159265358979, count = 1024"
06:13:02.227954980,(++0.000008417),synthetic-host,syscall_exit_read,3,"procname = nginx, pid = 12542, tid = 12543",ret = 512
06:13:02.227970000,(++0.000006603),synthetic-host,syscall_entry_write,1,"procname = redis, pid = 13456, tid = 13457","fd = 12, buf = 987654321012345, count = 512"
06:13:02.228000000,(++0.000009234),synthetic-host,syscall_entry_connect,0,"procname = apache2, pid = 14012, tid = 14017","fd = 45, sockaddr = 123456789012345, addrlen = 16"
06:13:02.228015000,(++0.000015000),synthetic-host,syscall_exit_connect,0,"procname = apache2, pid = 14012, tid = 14017",ret = 0
06:13:02.228022345,(++0.000007345),synthetic-host,syscall_entry_close,2,"procname = mysql, pid = 16001, tid = 16002",fd = 47
06:13:02.228030456,(++0.000008111),synthetic-host,syscall_entry_read,3,"procname = httpd, pid = 17890, tid = 17891","fd = 22, buf = 123987456321789, count = 2048"
06:13:02.228040567,(++0.000010111),synthetic-host,syscall_exit_read,3,"procname = httpd, pid = 17890, tid = 17891",ret = 2048
06:13:02.228061789,(++0.000011111),synthetic-host,syscall_exit_execve,1,"procname = bash, pid = 19012, tid = 19013",ret = 0
06:13:02.228070000,(++0.000008211),synthetic-host,syscall_entry_mmap,2,"procname = java, pid = 20045, tid = 20046","addr = 0, length = 4096, prot = 3, flags = 34, fd = 14, offset = 0"
06:13:02.228078222,(++0.000008222),synthetic-host,syscall_entry_fsync,0,"procname = nginx, pid = 21001, tid = 21002",fd = 33
06:13:02.228085333,(++0.000007111),synthetic-host,syscall_exit_fsync,0,"procname = nginx, pid = 21001, tid = 21002",ret = 0
06:13:02.228095444,(++0.000010111),synthetic-host,syscall_entry_write,1,"procname = vim, pid = 22034, tid = 22035","fd = 15, buf = 987654321098765, count = 512"
06:13:02.228105555,(++0.000010111),synthetic-host,syscall_exit_write,1,"procname = vim, pid = 22034, tid = 22035",ret = 512
06:13:02.228126777,(++0.000011111),synthetic-host,syscall_exit_open,4,"procname = postgres, pid = 23022, tid = 23023",ret = 5
06:13:02.228137888,(++0.000011111),synthetic-host,syscall_entry_close,4,"procname = postgres, pid = 23022, tid = 23024",fd = 5
06:13:02.228148999,(++0.000011111),synthetic-host,syscall_exit_close,4,"procname = postgres, pid = 23022, tid = 23024",ret = 0
06:13:02.228160000,(++0.000011001),synthetic-host,syscall_entry_read,3,"procname = python, pid = 24011, tid = 24012","fd = 7, buf = 123456789012345, count = 1024"
06:13:02.228171111,(++0.000011111),synthetic-host,syscall_exit_read,3,"procname = python, pid = 24011, tid = 24012",ret = 1024
06:14:15.334567789,(++0.001485956),synthetic-host,syscall_entry_mmap,2,"procname = chrome, pid = 26034, tid = 26035","addr = 0x7fff0000, length = 4096, prot = PROT_READ, flags = MAP_PRIVATE, fd = 3, offset = 0"
06:14:15.335000000,(++0.000000211),synthetic-host,syscall_exit_mmap,2,"procname = chrome, pid = 26034, tid = 26035",ret = 0x7fff0000
