timestamp,time_elapsed,host_name,event_name,cpu_id,procname,process_details,kernel_details,unique_id
'06:13:02.249365657,0.000007625,synthetic_host,syscall_exit_openat,1,curl,"pid = 14348, tid = 14348","ret = 0, oset = 281474910861560",7802353
'06:13:02.231728544,0.000005917,synthetic_host,syscall_entry_futex,3,gnome-terminal-,"pid = 3154, tid = 3215","fd = 35, offset = 143360, len = 4096, advice = 4",13580013
'06:13:02.284023022,0.000000333,synthetic_host,syscall_entry_rt_sigprocmask,1,curl,"pid = 14339, tid = 14339","fd = 0, cmd = 21523, arg = 281474473870160",1285479
'06:13:02.227912438,0.000006875,synthetic_host,syscall_entry_rt_sigaction,2,llvmpipe-1,"pid = 14345, tid = 14345","ret = 576, upeer_sockaddr = 246916502706648, upeer_addrlen = 246916502706640",1424580
'06:13:02.228804622,0.000003708,synthetic_host,syscall_exit_epoll_ctl,0,data-loop.0,"pid = 14323, tid = 14330","ret = 0, statbuf = 281474187421816",15206039
'06:13:02.241557865,0.000005208,synthetic_host,syscall_exit_epoll_ctl,2,curl,"pid = 11757, tid = 11776","start = 263701324214272, len = 20480, prot = 0",15533034
'06:13:02.252399575,0.000045749,synthetic_host,syscall_entry_futex,0,gnome-shell,"pid = 14349, tid = 14349","dfd = -100, filename = ""/etc/ld.so.cache"", flags = 524288, mode = 0",5941135
'06:13:02.228674834,0.000001000,synthetic_host,syscall_entry_fadvise64_64,0,lttng-consumerd,"pid = 14323, tid = 14330","fd = 34, cmd = 2148070920, arg = 275115444656760",16538707
'06:13:02.240220609,0.000001459,synthetic_host,syscall_entry_execve,0,curl,"pid = 14349, tid = 14349","fd = 4, level = 6, optname = 4, optval = 281474473868644, optlen = 4",15649360
'06:13:02.274554484,0.000002250,synthetic_host,syscall_exit_read,1,curl,"pid = 11757, tid = 11776","addr = 265222384181248, len = 8192",13083007
'06:13:02.273724547,0.000002709,synthetic_host,syscall_exit_execve,1,curl,"pid = 14351, tid = 14351","addr = 256082032697344, len = 62401",1012794
'06:13:02.234689507,0.000001292,synthetic_host,syscall_entry_close,0,lttng-consumerd,"pid = 14323, tid = 14330","fd = 35, offset = 24576, nbytes = 4096, flags = 7",8318132
'06:13:02.262927878,0.000020416,synthetic_host,syscall_entry_shutdown,2,curl,"pid = 14351, tid = 14351","ret = 0, statbuf = 281474473867472",9646098
'06:13:02.242565172,0.000110955,synthetic_host,syscall_exit_epoll_pwait,0,curl,"pid = 14351, tid = 14351","start = 247456662401024, len = 20480, prot = 0",9601130
'06:13:02.285913347,0.000001375,synthetic_host,syscall_entry_newfstat,1,curl,"pid = 14351, tid = 14351","uaddr = 194557001051044, op = 128, val = 167004, utime = 0, uaddr2 = 0, val3 = 3644948336",10378619
'06:13:02.262891878,0.000003417,synthetic_host,syscall_exit_getpid,1,curl,"pid = 14348, tid = 14348",ret = 0xFAB8A5F8D000,11097593
'06:13:02.285615021,0.000021874,synthetic_host,syscall_exit_epoll_ctl,3,curl,"pid = 14352, tid = 14352",ret = 0xE38116D39000,8627972
'06:13:02.231206558,0.000000875,synthetic_host,syscall_entry_futex,2,llvmpipe-3,"pid = 14344, tid = 14344","ret = 8, buf = 281458146600240",9071368
'06:13:02.240686263,0.000000917,synthetic_host,syscall_entry_mprotect,1,curl,"pid = 11757, tid = 11776",ret = 0xFF4AB2E6F000,10020290
'06:13:02.234270601,0.000006041,synthetic_host,syscall_entry_fadvise64_64,0,Timer,"pid = 14323, tid = 14332","addr = 248270898528256, len = 7602176",4574695
'06:13:02.270642588,0.000002416,synthetic_host,syscall_exit_rt_sigaction,3,llvmpipe-3,"pid = 3154, tid = 3214","ret = 0, uaddr = 194557001040348, uaddr2 = 0",13412884
'06:13:02.227912438,0.000000417,synthetic_host,syscall_exit_ppoll,2,gnome-shell,"pid = 3154, tid = 3213","uaddr = 194557001039612, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572464968",12133279
'06:13:02.241263831,0.000010458,synthetic_host,syscall_entry_recvmsg,2,KMS thread,"pid = 4056, tid = 4056","fd = 35, offset = 114688, len = 4096, advice = 4",3887139
'06:13:02.264228718,0.000012958,synthetic_host,syscall_exit_rt_sigaction,3,Timer,"pid = 3154, tid = 3216","fd = 576, count = 65536",7850470
'06:13:02.274134661,0.000020499,synthetic_host,syscall_exit_epoll_pwait,3,curl,"pid = 14352, tid = 14352","ret = 0, statbuf = 281474076040872",3118794
'06:13:02.252193789,0.000008416,synthetic_host,syscall_exit_unknown,0,gnome-shell,"pid = 14349, tid = 14349","ret = 1, uaddr = 246917844007516, uaddr2 = 16940",13109843
'06:13:02.239660332,0.000000958,synthetic_host,syscall_exit_sync_file_range,1,C1 CompilerThre,"pid = 11822, tid = 11841","fd = 35, offset = 122880, nbytes = 4096, flags = 7",13349999
'06:13:02.274182244,0.000001542,synthetic_host,syscall_exit_read,1,curl,"pid = 3154, tid = 3154","EPOLLIN = 1, EPOLLPRI = 0, EPOLLOUT = 0, EPOLLERR = 0, padding = 0",9922132
'06:13:02.247220214,0.000007125,synthetic_host,syscall_entry_futex,1,curl,"pid = 14348, tid = 14348","fd = 4, buff = 222501009470064, len = 80, flags = 16384, addr = 0, addr_len = 0",14298826
'06:13:02.285137409,0.000001209,synthetic_host,syscall_entry_mmap,3,curl,"pid = 14351, tid = 14351","ret = 0, oset = 281474078127224",3306434
'06:13:02.285145201,0.000000541,synthetic_host,syscall_entry_sendto,1,curl,"pid = 14352, tid = 14352","fd = 4, level = 6, optname = 1, optval = 281474473868324, optlen = 4",11291004
'06:13:02.247224339,0.000000000,synthetic_host,syscall_exit_read,0,gnome-shell,"pid = 14349, tid = 14349","fd = 4, buff = 195224848464467, len = 24, flags = 16384, addr = 0, addr_len = 0",16448290
'06:13:02.274260158,0.000002417,synthetic_host,syscall_entry_epoll_pwait,2,curl,"pid = 3154, tid = 3213","ret = 0, oact = 281474913773616",9514879
'06:13:02.284040230,0.000009542,synthetic_host,syscall_entry_futex,3,curl,"pid = 14352, tid = 14352",ret = 3154,642230
'06:13:02.262325435,0.000000833,synthetic_host,syscall_entry_sendto,1,curl,"pid = 11822, tid = 11840",ret = 0xE10F7DE30000,7440716
'06:13:02.253492088,0.000002334,synthetic_host,syscall_entry_futex,0,lttng-runas,"pid = 3154, tid = 3214","ret = 0, usockaddr = 246916502706376, usockaddr_len = 246916502706368",14346830
'06:13:02.284114811,0.000005166,synthetic_host,syscall_exit_shutdown,3,curl,"pid = 14352, tid = 14352","upid = -1, options = 0",7761127
'06:13:02.234109522,0.000001334,synthetic_host,syscall_exit_brk,3,Timer,"pid = 12529, tid = 12529",ret = 104,10568795
'06:13:02.262674134,0.000009291,synthetic_host,syscall_exit_epoll_pwait,2,curl,"pid = 14350, tid = 14350","start = 280696295055360, len = 69632, prot = 0",14294662
'06:13:02.275254298,0.000000167,synthetic_host,syscall_entry_sync_file_range,2,sudo,"pid = 12529, tid = 12538","fd = 35, offset = 303104, nbytes = 4096, flags = 2",15847021
'06:13:02.264698414,0.000002583,synthetic_host,syscall_entry_munmap,1,curl,"pid = 14350, tid = 14350","ret = 0, statbuf = 281474056592048",3820668
'06:13:02.275959863,0.000000125,synthetic_host,syscall_entry_mmap,3,curl,"pid = 14351, tid = 14351","uaddr = 250143566996960, op = 129, val = 2147483647, utime = 0, uaddr2 = 281474076041576, val3 = 0",7454293
'06:13:02.233445373,0.000001375,synthetic_host,syscall_entry_rt_sigaction,2,C1 CompilerThre,"pid = 14345, tid = 14345","uaddr = 194556999588176, op = 128, val = 2, utime = 0, uaddr2 = 0, val3 = 0",14503644
'06:13:02.231897957,0.000020291,synthetic_host,syscall_entry_newfstat,0,curl,"pid = 11757, tid = 11776","fd = 3, count = 4096",6021280
'06:13:02.274013956,0.000409198,synthetic_host,syscall_entry_sendto,3,curl,"pid = 14351, tid = 14351","uaddr = 280696292715532, op = 129, val = 2147483647, utime = 0, uaddr2 = 200225160376792, val3 = 2374971848",13665345
'06:13:02.250908157,0.000008416,synthetic_host,syscall_entry_getpid,2,curl,"pid = 14344, tid = 14344","ret = 0, arg = 275115444656752",16548574
'06:13:02.287307435,0.000001334,synthetic_host,syscall_exit_epoll_pwait,3,elasticsearchm,"pid = 14352, tid = 14352","ret = 576, upeer_sockaddr = 246916502706648, upeer_addrlen = 246916502706640",16080430
'06:13:02.285630479,0.000000208,synthetic_host,syscall_entry_munmap,1,curl,"pid = 14350, tid = 14350","ret = 576, upeer_sockaddr = 246916502706648, upeer_addrlen = 246916502706640",8631873
'06:13:02.231387595,0.000003708,synthetic_host,syscall_exit_close,0,lttng-consumerd,"pid = 2932, tid = 2972","fd = 35, offset = 36864, nbytes = 4096, flags = 2",722382
'06:13:02.263154246,0.000001208,synthetic_host,syscall_entry_getrandom,1,elasticsearchm,"pid = 14350, tid = 14350",ret = 0xE10F7D67F000,9760483
'06:13:02.286537747,0.000029249,synthetic_host,syscall_exit_recvfrom,3,curl,"pid = 14352, tid = 14352","ret = 0, uaddr = 267960194247692, uaddr2 = 203053665394872",3708001
'06:13:02.265212566,0.000001875,synthetic_host,syscall_exit_recvfrom,0,lttng-runas,"pid = 14349, tid = 14349","epfd = 13, maxevents = 1024, timeout = 0, sigmask = 0x0, sigsetsize = 8",9913766
'06:13:02.287307435,0.000008166,synthetic_host,syscall_entry_openat,3,curl,"pid = 11757, tid = 11776",ret = 0xE381161BA000,11969552
'06:13:02.240269483,0.000000500,synthetic_host,syscall_entry_ppoll,2,curl,"pid = 11822, tid = 11867","start = 263701318787072, len = 8192, prot = 1",9057953
'06:13:02.287307435,0.000002542,synthetic_host,syscall_entry_mmap,3,curl,"pid = 14351, tid = 14351","ret = 832, buf = 281474076038848",9698489
'06:13:02.236031763,0.000000708,synthetic_host,syscall_entry_ppoll,0,lttng-consumerd,"pid = 14323, tid = 14332","addr = 263701330587648, len = 62401",5247045
'06:13:02.252140374,0.000005958,synthetic_host,syscall_exit_futex,2,elasticsearchm,"pid = 14344, tid = 14344","ret = 576, upeer_sockaddr = 246916502706648, upeer_addrlen = 246916502706640",14650011
'06:13:02.279856592,0.000033915,synthetic_host,syscall_exit_sendto,2,curl,"pid = 11822, tid = 11859","addr = 0xF137E5C42000, len = 11432, prot = 3, flags = 50, fd = -1, offset = 0",4620844
'06:13:02.285198449,0.000004500,synthetic_host,syscall_exit_futex,3,curl,"pid = 11822, tid = 11868","fd = 13, cmd = 3222299827, arg = 248272618772584",4201251
'06:13:02.233424957,0.000000167,synthetic_host,syscall_exit_timerfd_settime,2,bash,"pid = 14341, tid = 14341","dfd = -100, filename = ""/usr/share/locale/en/LC_MESSAGES/coreutils.mo"", flags = 0, mode = 0",2033743
'06:13:02.232166116,0.000001375,synthetic_host,syscall_entry_newfstat,1,curl,"pid = 14339, tid = 14339","ret = 0, oact = 281474910860272",2289104
'06:13:02.238952101,0.000672523,synthetic_host,syscall_entry_rt_sigaction,0,curl,"pid = 14323, tid = 14330","fd = 35, offset = 4096, len = 4096, advice = 4",8371170
'06:13:02.285456276,0.000000499,synthetic_host,syscall_exit_read,3,curl,"pid = 14351, tid = 14351","start = 250143551713280, len = 4096, prot = 1",6764694
'06:13:02.233518455,0.000541902,synthetic_host,syscall_entry_close,0,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, arg = 0",4735733
'06:13:02.232547772,0.000000208,synthetic_host,syscall_entry_mmap,1,curl,"pid = 14348, tid = 14348","fd = 573, level = 1, optname = 2, optval = 246916502705836, optlen = 4",3923116
'06:13:02.262686342,0.000042499,synthetic_host,syscall_exit_read,1,curl,"pid = 14351, tid = 14351","ret = 0, statbuf = 281474056592816",13067734
'06:13:02.272992234,0.000003750,synthetic_host,syscall_entry_rt_sigaction,2,C1 CompilerThre,"pid = 11822, tid = 11841","ret = 576, upeer_sockaddr = 246916502706648, upeer_addrlen = 246916502706640",3231100
'06:13:02.237892005,0.000072498,synthetic_host,syscall_entry_epoll_pwait,2,KMS thread,"pid = 14345, tid = 14345","fd = 35, offset = 180224, nbytes = 4096, flags = 7",9231450
'06:13:02.269907274,0.000002125,synthetic_host,syscall_entry_close,1,curl,"pid = 14350, tid = 14350","ret = -11, ubuf = 203053665491603, addr = 0, addr_len = 0",11008362
'06:13:02.274003998,0.000062540,synthetic_host,syscall_entry_ioctl,1,gnome-shell,"pid = 14350, tid = 14350","uaddr = 260299016648640, op = 129, val = 2147483647, utime = 0, uaddr2 = 0, val3 = 0",6241028
'06:13:02.233766448,0.000023791,synthetic_host,syscall_exit_close,3,gnome-terminal-,"pid = 3154, tid = 3215","fd = 35, offset = 286720, len = 4096, advice = 4",14618942
'06:13:02.240688222,0.000001375,synthetic_host,syscall_exit_openat,1,curl,"pid = 14351, tid = 14351",ret = 0xF137E575F000,10063717
